bit_length=8 prime=163 G=(112, 53) n=139 Q=(122, 144)
Creating Quantum Circuit
(1/8)
(2/8)
(3/8)
(4/8)
(5/8)
(6/8)
(7/8)
(8/8)
Complete Quantum Circuit 125.947[s]
execute circuit 720000/2240599 1:42.183
execute circuit 730000/2240599 1:43.829
execute circuit 740000/2240599 1:45.699
execute circuit 750000/2240599 1:47.302
execute circuit 760000/2240599 1:48.646
execute circuit 770000/2240599 1:50.014
execute circuit 780000/2240599 1:51.293
execute circuit 790000/2240599 1:52.646
execute circuit 800000/2240599 1:53.895
execute circuit 810000/2240599 1:55.172
execute circuit 820000/2240599 1:56.536
execute circuit 830000/2240599 1:57.786
execute circuit 840000/2240599 1:59.169
execute circuit 850000/2240599 2:00.426
execute circuit 860000/2240599 2:02.008
execute circuit 870000/2240599 2:03.910
execute circuit 880000/2240599 2:05.558
execute circuit 890000/2240599 2:07.144
execute circuit 900000/2240599 2:09.023
execute circuit 910000/2240599 2:10.641
execute circuit 920000/2240599 2:11.914
execute circuit 930000/2240599 2:13.287
execute circuit 940000/2240599 2:14.557
execute circuit 950000/2240599 2:15.914
execute circuit 960000/2240599 2:17.125
execute circuit 970000/2240599 2:18.456
execute circuit 980000/2240599 2:19.833
execute circuit 990000/2240599 2:21.105
execute circuit 1000000/2240599 2:22.498
execute circuit 1010000/2240599 2:23.775
execute circuit 1020000/2240599 2:25.402
execute circuit 1030000/2240599 2:27.330
execute circuit 1040000/2240599 2:28.999
execute circuit 1050000/2240599 2:30.688
execute circuit 1060000/2240599 2:32.579
execute circuit 1070000/2240599 2:34.224
execute circuit 1080000/2240599 2:35.530
execute circuit 1090000/2240599 2:36.914
execute circuit 1100000/2240599 2:38.188
execute circuit 1110000/2240599 2:39.577
execute circuit 1120000/2240599 2:40.859
execute circuit 1130000/2240599 2:42.188
execute circuit 1140000/2240599 2:43.565
execute circuit 1150000/2240599 2:44.818
execute circuit 1160000/2240599 2:46.220
execute circuit 1170000/2240599 2:47.494
execute circuit 1180000/2240599 2:49.121
execute circuit 1190000/2240599 2:51.050
execute circuit 1200000/2240599 2:52.718
execute circuit 1210000/2240599 2:54.384
execute circuit 1220000/2240599 2:56.266
execute circuit 1230000/2240599 2:57.919
execute circuit 1240000/2240599 2:59.201
execute circuit 1250000/2240599 3:00.567
execute circuit 1260000/2240599 3:01.846
execute circuit 1270000/2240599 3:03.234
execute circuit 1280000/2240599 3:04.542
execute circuit 1290000/2240599 3:05.863
execute circuit 1300000/2240599 3:07.237
execute circuit 1310000/2240599 3:08.529
execute circuit 1320000/2240599 3:09.934
execute circuit 1330000/2240599 3:11.218
execute circuit 1340000/2240599 3:12.835
execute circuit 1350000/2240599 3:14.779
execute circuit 1360000/2240599 3:16.377
execute circuit 1370000/2240599 3:18.078
execute circuit 1380000/2240599 3:20.014
execute circuit 1390000/2240599 3:21.671
execute circuit 1400000/2240599 3:22.972
execute circuit 1410000/2240599 3:24.379
execute circuit 1420000/2240599 3:25.678
execute circuit 1430000/2240599 3:27.063
execute circuit 1440000/2240599 3:28.337
execute circuit 1450000/2240599 3:29.654
execute circuit 1460000/2240599 3:31.014
execute circuit 1470000/2240599 3:32.282
execute circuit 1480000/2240599 3:33.687
execute circuit 1490000/2240599 3:34.975
execute circuit 1500000/2240599 3:36.594
execute circuit 1510000/2240599 3:38.556
execute circuit 1520000/2240599 3:40.229
execute circuit 1530000/2240599 3:41.805
execute circuit 1540000/2240599 3:43.714
execute circuit 1550000/2240599 3:45.385
execute circuit 1560000/2240599 3:46.681
execute circuit 1570000/2240599 3:48.074
execute circuit 1580000/2240599 3:49.364
execute circuit 1590000/2240599 3:50.738
execute circuit 1600000/2240599 3:52.040
execute circuit 1610000/2240599 3:53.336
execute circuit 1620000/2240599 3:54.731
execute circuit 1630000/2240599 3:56.000
execute circuit 1640000/2240599 3:57.419
execute circuit 1650000/2240599 3:58.715
execute circuit 1660000/2240599 4:00.343
execute circuit 1670000/2240599 4:02.303
execute circuit 1680000/2240599 4:03.919
execute circuit 1690000/2240599 4:05.635
execute circuit 1700000/2240599 4:07.568
execute circuit 1710000/2240599 4:09.235
execute circuit 1720000/2240599 4:10.549
execute circuit 1730000/2240599 4:11.964
execute circuit 1740000/2240599 4:13.245
execute circuit 1750000/2240599 4:14.631
execute circuit 1760000/2240599 4:15.927
execute circuit 1770000/2240599 4:17.254
execute circuit 1780000/2240599 4:18.629
execute circuit 1790000/2240599 4:19.902
execute circuit 1800000/2240599 4:21.329
execute circuit 1810000/2240599 4:22.618
execute circuit 1820000/2240599 4:24.246
execute circuit 1830000/2240599 4:26.213
execute circuit 1840000/2240599 4:27.892
execute circuit 1850000/2240599 4:29.504
execute circuit 1860000/2240599 4:31.439
execute circuit 1870000/2240599 4:33.098
execute circuit 1880000/2240599 4:34.405
execute circuit 1890000/2240599 4:35.811
execute circuit 1900000/2240599 4:37.106
execute circuit 1910000/2240599 4:38.490
execute circuit 1920000/2240599 4:39.757
execute circuit 1930000/2240599 4:41.102
execute circuit 1940000/2240599 4:42.494
execute circuit 1950000/2240599 4:43.777
execute circuit 1960000/2240599 4:45.184
execute circuit 1970000/2240599 4:46.481
execute circuit 1980000/2240599 4:48.112
execute circuit 1990000/2240599 4:50.065
execute circuit 2000000/2240599 4:51.611
execute circuit 2010000/2240599 4:53.288
execute circuit 2020000/2240599 4:55.197
execute circuit 2030000/2240599 4:56.854
execute circuit 2040000/2240599 4:58.161
execute circuit 2050000/2240599 4:59.570
execute circuit 2060000/2240599 5:00.873
execute circuit 2070000/2240599 5:02.268
execute circuit 2080000/2240599 5:03.565
execute circuit 2090000/2240599 5:04.917
execute circuit 2100000/2240599 5:06.282
execute circuit 2110000/2240599 5:07.552
execute circuit 2120000/2240599 5:08.965
execute circuit 2130000/2240599 5:10.253
execute circuit 2140000/2240599 5:11.897
execute circuit 2150000/2240599 5:13.871
execute circuit 2160000/2240599 5:15.572
execute circuit 2170000/2240599 5:17.158
execute circuit 2180000/2240599 5:19.058
execute circuit 2190000/2240599 5:20.720
execute circuit 2200000/2240599 5:22.034
execute circuit 2210000/2240599 5:23.423
execute circuit 2220000/2240599 5:24.718
execute circuit 2230000/2240599 5:26.111
execute circuit 2240000/2240599 5:27.392
*OK: <10001110 00001111 10010100 00110010>=3, (148, 50)=True d=103
*OK: <10101111 01100101 10010100 00110010>=2, (148, 50)=True d=103
*OK: <11101000 01011110 10010100 00110010>=2, (148, 50)=True d=103
*OK: <10111111 00010001 10010100 00110010>=2, (148, 50)=True d=103
*OK: <01101011 11111010 10010100 00110010>=2, (148, 50)=True d=103
*OK: <01000110 00101001 10010100 00110010>=2, (148, 50)=True d=103
*OK: <11010010 01111001 10010100 00110010>=2, (148, 50)=True d=103
*OK: <00101100 11001001 10010100 00110010>=2, (148, 50)=True d=103
*OK: <11101010 00011100 10010100 00110010>=2, (148, 50)=True d=103
*OK: <10000011 10011101 10010100 00110010>=2, (148, 50)=True d=103
*OK: <10100000 01111000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10001010 10010101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11100000 01100111 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11001110 01000000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11110011 11010000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10110011 11100000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00110010 00000010 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11110011 11011001 10010100 00110010>=1, (148, 50)=True
*OK: <11110001 00010010 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11101100 11011001 10010100 00110010>=1, (148, 50)=True d=103
-NG: <00000000 00000000 10010100 00110010>=1, (148, 50)=True
*OK: <10111000 00011010 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01110010 11110001 10010100 00110010>=1, (148, 50)=True d=103
-NG: <10101111 01011111 10010100 00110010>=1, (148, 50)=True
-NG: <11010010 01101100 10010100 00110010>=1, (148, 50)=True
*OK: <00111011 10110111 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11111110 00111111 10010100 00110010>=1, (148, 50)=True
-NG: <11110010 01010101 10010100 00110010>=1, (148, 50)=True
*OK: <01101100 10111000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00010001 10101100 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00001111 11101100 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11111000 00101000 10010100 00110010>=1, (148, 50)=True
*OK: <10010100 01001000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01101111 01110110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11001011 10000011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11111101 10000101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00111001 11111000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11111110 01000010 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01111111 00100001 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00010001 10101011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01011001 01010000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01100001 01000110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11011001 01110000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01001111 11011101 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11010100 00110100 10010100 00110010>=1, (148, 50)=True
*OK: <00001001 10110101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11111110 01000011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11100001 01100111 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10101000 00101100 10010100 00110010>=1, (148, 50)=True d=103
-NG: <10110100 10100011 10010100 00110010>=1, (148, 50)=True
*OK: <11110111 01001011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10101001 00101100 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10010101 00000110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00001101 00110000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01101110 01110110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00001111 11101110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00110001 00000010 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01110100 10101111 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00101010 00001011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10101111 01100110 10010100 00110010>=1, (148, 50)=True d=103
-NG: <00100010 10011001 10010100 00110010>=1, (148, 50)=True
*OK: <00000011 01111010 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10110110 01011100 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00010000 10101011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11010100 00110111 10010100 00110010>=1, (148, 50)=True d=103
*OK: <00111101 01110100 10010100 00110010>=1, (148, 50)=True d=103
-NG: <00111011 11000101 10010100 00110010>=1, (148, 50)=True
*OK: <10111100 10010101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10010011 01001000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10001000 11010101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <10100100 11110011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01100101 11000001 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11011111 10011001 10010100 00110010>=1, (148, 50)=True
*OK: <11101110 10010111 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01011001 10010001 10010100 00110010>=1, (148, 50)=True d=103
-NG: <01100101 11000111 10010100 00110010>=1, (148, 50)=True
*OK: <10001010 10010011 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01101001 00111101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01111100 10100110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01001100 01100001 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01010101 00010110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11001001 11000101 10010100 00110010>=1, (148, 50)=True d=103
*OK: <11001110 11111110 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01111010 11101000 10010100 00110010>=1, (148, 50)=True d=103
*OK: <01101101 10111000 10010100 00110010>=1, (148, 50)=True d=103
-NG: <10111001 10001100 10010100 00110010>=1, (148, 50)=True
*OK: <00000100 01111011 10010100 00110010>=1, (148, 50)=True d=103
-NG: <11111110 01000000 10010100 00110010>=1, (148, 50)=True
*OK: <11010000 10111100 10010100 00110010>=1, (148, 50)=True d=103
Success: d=103 count=85
