bit_length=10 prime=547 G=(386, 359) n=547 Q=(286, 462)
Creating Quantum Circuit
set [(386, 359), (369, 328), (27, 190)]
add 3/20 [(151, 484), (137, 303), (408, 326)] normal
add 6/20 [(456, 511), (268, 170), (450, 215)] normal
add 9/20 [(2, 485), (286, 462), (543, 130)] 
add 12/20 [(257, 251), (52, 541), (127, 382)] 
add 15/20 [(39, 171), (161, 15), (390, 272)] 
add 18/20 [(376, 346), (519, 329)] 
Complete aG+bQ
Complete Quantum Circuit 117.099[s]
execute circuit 880000/2287613 16:37.250
execute circuit 890000/2287613 16:48.222
execute circuit 900000/2287613 16:59.369
execute circuit 910000/2287613 17:10.699
execute circuit 920000/2287613 17:21.468
execute circuit 930000/2287613 17:32.507
execute circuit 940000/2287613 17:43.477
execute circuit 950000/2287613 17:54.289
execute circuit 960000/2287613 18:05.123
execute circuit 970000/2287613 18:15.948
execute circuit 980000/2287613 18:26.783
execute circuit 990000/2287613 18:37.545
execute circuit 1000000/2287613 18:50.176
execute circuit 1010000/2287613 19:01.297
execute circuit 1020000/2287613 19:12.287
execute circuit 1030000/2287613 19:23.376
execute circuit 1040000/2287613 19:34.200
execute circuit 1050000/2287613 19:45.540
execute circuit 1060000/2287613 19:56.824
execute circuit 1070000/2287613 20:08.096
execute circuit 1080000/2287613 20:19.337
execute circuit 1090000/2287613 20:30.427
execute circuit 1100000/2287613 20:41.462
execute circuit 1110000/2287613 20:53.064
execute circuit 1120000/2287613 21:03.999
execute circuit 1130000/2287613 21:15.411
execute circuit 1140000/2287613 21:26.955
execute circuit 1150000/2287613 21:38.364
execute circuit 1160000/2287613 21:49.974
execute circuit 1170000/2287613 22:01.232
execute circuit 1180000/2287613 22:13.535
execute circuit 1190000/2287613 22:25.800
execute circuit 1200000/2287613 22:37.513
execute circuit 1210000/2287613 22:49.914
execute circuit 1220000/2287613 23:02.088
execute circuit 1230000/2287613 23:13.990
execute circuit 1240000/2287613 23:25.863
execute circuit 1250000/2287613 23:38.612
execute circuit 1260000/2287613 23:51.021
execute circuit 1270000/2287613 24:02.801
execute circuit 1280000/2287613 24:14.377
execute circuit 1290000/2287613 24:25.919
execute circuit 1300000/2287613 24:37.402
execute circuit 1310000/2287613 24:49.018
execute circuit 1320000/2287613 25:01.096
execute circuit 1330000/2287613 25:12.760
execute circuit 1340000/2287613 25:24.341
execute circuit 1350000/2287613 25:35.772
execute circuit 1360000/2287613 25:47.474
execute circuit 1370000/2287613 25:59.095
execute circuit 1380000/2287613 26:11.591
execute circuit 1390000/2287613 26:23.726
execute circuit 1400000/2287613 26:35.665
execute circuit 1410000/2287613 26:48.089
execute circuit 1420000/2287613 27:00.648
execute circuit 1430000/2287613 27:12.449
execute circuit 1440000/2287613 27:24.660
execute circuit 1450000/2287613 27:37.090
execute circuit 1460000/2287613 27:48.600
execute circuit 1470000/2287613 28:00.278
execute circuit 1480000/2287613 28:11.635
execute circuit 1490000/2287613 28:23.051
execute circuit 1500000/2287613 28:34.617
execute circuit 1510000/2287613 28:46.784
execute circuit 1520000/2287613 28:59.668
execute circuit 1530000/2287613 29:10.777
execute circuit 1540000/2287613 29:22.138
execute circuit 1550000/2287613 29:33.451
execute circuit 1560000/2287613 29:44.452
execute circuit 1570000/2287613 29:56.080
execute circuit 1580000/2287613 30:07.857
execute circuit 1590000/2287613 30:18.942
execute circuit 1600000/2287613 30:30.622
execute circuit 1610000/2287613 30:42.247
execute circuit 1620000/2287613 30:53.768
execute circuit 1630000/2287613 31:04.847
execute circuit 1640000/2287613 31:16.501
execute circuit 1650000/2287613 31:27.948
execute circuit 1660000/2287613 31:38.890
execute circuit 1670000/2287613 31:49.772
execute circuit 1680000/2287613 32:00.857
execute circuit 1690000/2287613 32:11.717
execute circuit 1700000/2287613 32:22.812
execute circuit 1710000/2287613 32:34.238
execute circuit 1720000/2287613 32:45.219
execute circuit 1730000/2287613 32:56.228
execute circuit 1740000/2287613 33:07.156
execute circuit 1750000/2287613 33:18.268
execute circuit 1760000/2287613 33:29.500
execute circuit 1770000/2287613 33:41.185
execute circuit 1780000/2287613 33:52.465
execute circuit 1790000/2287613 34:03.436
execute circuit 1800000/2287613 34:15.183
execute circuit 1810000/2287613 34:27.033
execute circuit 1820000/2287613 34:38.218
execute circuit 1830000/2287613 34:49.706
execute circuit 1840000/2287613 35:01.451
execute circuit 1850000/2287613 35:12.479
execute circuit 1860000/2287613 35:23.504
execute circuit 1870000/2287613 35:34.297
execute circuit 1880000/2287613 35:45.342
execute circuit 1890000/2287613 35:56.321
execute circuit 1900000/2287613 36:07.387
execute circuit 1910000/2287613 36:18.216
execute circuit 1920000/2287613 36:28.984
execute circuit 1930000/2287613 36:39.883
execute circuit 1940000/2287613 36:50.791
execute circuit 1950000/2287613 37:01.623
execute circuit 1960000/2287613 37:13.077
execute circuit 1970000/2287613 37:24.501
execute circuit 1980000/2287613 37:35.445
execute circuit 1990000/2287613 37:46.927
execute circuit 2000000/2287613 37:58.332
execute circuit 2010000/2287613 38:09.636
execute circuit 2020000/2287613 38:20.648
execute circuit 2030000/2287613 38:32.122
execute circuit 2040000/2287613 38:43.541
execute circuit 2050000/2287613 38:54.425
execute circuit 2060000/2287613 39:05.385
execute circuit 2070000/2287613 39:16.291
execute circuit 2080000/2287613 39:27.116
execute circuit 2090000/2287613 39:38.066
execute circuit 2100000/2287613 39:49.362
execute circuit 2110000/2287613 40:00.250
execute circuit 2120000/2287613 40:11.357
execute circuit 2130000/2287613 40:22.114
execute circuit 2140000/2287613 40:33.160
execute circuit 2150000/2287613 40:44.352
execute circuit 2160000/2287613 40:55.913
execute circuit 2170000/2287613 41:07.171
execute circuit 2180000/2287613 41:18.135
execute circuit 2190000/2287613 41:29.970
execute circuit 2200000/2287613 41:41.472
execute circuit 2210000/2287613 41:52.416
execute circuit 2220000/2287613 42:03.640
execute circuit 2230000/2287613 42:15.218
execute circuit 2240000/2287613 42:26.171
execute circuit 2250000/2287613 42:37.169
execute circuit 2260000/2287613 42:47.911
execute circuit 2270000/2287613 42:58.855
execute circuit 2280000/2287613 43:09.762
*OK: <1010010111 1100100001 0001101100 0100111000>=2, (108, 312)=True d=165
*OK: <0110110000 1010111000 0001101100 0100111000>=2, (108, 312)=True d=165
*OK: <0111100111 0110110110 0001101100 0100111000>=2, (108, 312)=True d=165
*OK: <0110111010 0011000001 0001101100 0100111000>=2, (108, 312)=True d=165
*OK: <1000110000 0011000101 0001101100 0100111000>=2, (108, 312)=True d=165
-NG: <1011010010 0110110111 0001101100 0100111000>=1, (108, 312)=True
-NG: <1110001100 1000000101 0001101100 0100111000>=1, (108, 312)=True
*OK: <1111110001 1001011010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1110011111 0101000010 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <0110111100 1110001100 0001101100 0100111000>=1, (108, 312)=True
*OK: <0011101111 1001110001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1011010100 1011110011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111000111 0100110011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001001000 0001110100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111111001 0001100001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1000011101 0010110011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111101001 1011101011 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1011100011 0010010111 0001101100 0100111000>=1, (108, 312)=True
*OK: <1001010110 0011100110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1011000000 1011100010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100011100 1101100111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100000010 1010000010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0110000101 1011111000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001011111 1011101111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1101000011 1000100011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100101111 1101110111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0110111100 0111110110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0101111010 1110111011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0110000100 0111000011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1011010011 1011110010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1000001000 1101101110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0110001111 0100000001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100111010 1010110101 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1011111000 0111011111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001001110 0000010011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111110001 1001011001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111001101 1101101100 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1111101000 1010111010 0001101100 0100111000>=1, (108, 312)=True
*OK: <0100001110 0111000001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111110010 0011110100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100101010 1111011001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1100000011 0100011101 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111011110 1001001000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1010101001 0111111101 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100010101 1010010011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1010101111 1011001111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111001000 1111001110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1000111111 1001101100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1010010101 0111101100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0001110111 0100111000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0010001011 0101001010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1101101100 0010101110 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1010010011 0010100011 0001101100 0100111000>=1, (108, 312)=True
*OK: <1110100011 1110101100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111101111 0100100100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0001011111 0110001001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0010001110 1110110011 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <0001101000 0111111011 0001101100 0100111000>=1, (108, 312)=True
*OK: <0111010010 0001110000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111111110 1011001011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1111000000 1011111010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0101100111 1110101010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0010100101 1000101110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0001010110 1110000001 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1110001000 1011001000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111111111 0101100110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0110100010 1001000110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0011101100 0000000111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1000110011 1100101110 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <0000111001 1011111110 0001101100 0100111000>=1, (108, 312)=True
*OK: <0011110111 1101000100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111000101 1111111110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1110101000 1101001010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111101011 0000100000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0011101100 0000000110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1110101000 1101001011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1011001011 0011101010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0010110100 1111010101 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0101000010 1110001000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1101110111 1111101101 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1011100100 0010011100 0001101100 0100111000>=1, (108, 312)=True
*OK: <0011110111 1101000101 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1011010100 0000100111 0001101100 0100111000>=1, (108, 312)=True
*OK: <1001010111 1000011011 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001000010 0011010101 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1010101011 0001100111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111111001 0111000111 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001001100 1011011110 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0100011110 0010011100 0001101100 0100111000>=1, (108, 312)=True d=165
-NG: <1100001100 1011000110 0001101100 0100111000>=1, (108, 312)=True
-NG: <0100111100 0100100000 0001101100 0100111000>=1, (108, 312)=True
*OK: <1100011100 0011001100 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0101101101 1101001000 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <1001011100 0110111010 0001101100 0100111000>=1, (108, 312)=True d=165
*OK: <0111110000 1110111110 0001101100 0100111000>=1, (108, 312)=True d=165
Success: d=165 count=88
