bit_length=12 prime=2089 G=(1417, 50) n=2143 Q=(1043, 1795)
Creating Quantum Circuit
set [(1417, 50), (1962, 331), (1407, 758)]
add 3/24 [(1470, 1139), (1951, 1572), (492, 646)] normal
add 6/24 [(1395, 1820), (1412, 364), (805, 636)] normal
add 9/24 [(1191, 180), (389, 1895), (229, 1146)] no double
add 12/24 [(1043, 1795), (1798, 721), (365, 1478)] 
add 15/24 [(1295, 681), (1881, 1592), (1240, 2010)] 
add 18/24 [(97, 111), (2, 648), (834, 118)] 
add 21/24 [(1348, 1739), (1375, 175), (731, 1520)] 
Complete aG+bQ
Complete Quantum Circuit 386.365[s]
execute circuit 1420000/6027758 7:40:13.462
execute circuit 1430000/6027758 7:43:24.361
execute circuit 1440000/6027758 7:46:39.793
execute circuit 1450000/6027758 7:49:52.519
execute circuit 1460000/6027758 7:53:02.719
execute circuit 1470000/6027758 7:56:17.670
execute circuit 1480000/6027758 7:59:28.397
execute circuit 1490000/6027758 8:02:44.295
execute circuit 1500000/6027758 8:05:57.284
execute circuit 1510000/6027758 8:09:11.047
execute circuit 1520000/6027758 8:12:24.934
execute circuit 1530000/6027758 8:15:37.566
execute circuit 1540000/6027758 8:18:53.160
execute circuit 1550000/6027758 8:22:05.897
execute circuit 1560000/6027758 8:25:23.544
execute circuit 1570000/6027758 8:28:38.457
execute circuit 1580000/6027758 8:31:53.745
execute circuit 1590000/6027758 8:35:08.911
execute circuit 1600000/6027758 8:38:23.602
execute circuit 1610000/6027758 8:41:38.996
execute circuit 1620000/6027758 8:44:54.146
execute circuit 1630000/6027758 8:48:08.666
execute circuit 1640000/6027758 8:51:23.639
execute circuit 1650000/6027758 8:54:38.099
execute circuit 1660000/6027758 8:57:57.199
execute circuit 1670000/6027758 9:01:15.469
execute circuit 1680000/6027758 9:04:31.181
execute circuit 1690000/6027758 9:07:48.380
execute circuit 1700000/6027758 9:11:04.337
execute circuit 1710000/6027758 9:14:19.787
execute circuit 1720000/6027758 9:17:36.330
execute circuit 1730000/6027758 9:20:51.976
execute circuit 1740000/6027758 9:24:09.442
execute circuit 1750000/6027758 9:27:24.853
execute circuit 1760000/6027758 9:30:40.783
execute circuit 1770000/6027758 9:34:01.384
execute circuit 1780000/6027758 9:37:17.045
execute circuit 1790000/6027758 9:40:33.784
execute circuit 1800000/6027758 9:43:51.709
execute circuit 1810000/6027758 9:47:09.270
execute circuit 1820000/6027758 9:50:33.186
execute circuit 1830000/6027758 9:53:52.870
execute circuit 1840000/6027758 9:57:11.520
execute circuit 1850000/6027758 10:00:30.887
execute circuit 1860000/6027758 10:03:50.973
execute circuit 1870000/6027758 10:07:06.252
execute circuit 1880000/6027758 10:10:25.858
execute circuit 1890000/6027758 10:13:43.704
execute circuit 1900000/6027758 10:17:00.489
execute circuit 1910000/6027758 10:20:20.794
execute circuit 1920000/6027758 10:23:43.357
execute circuit 1930000/6027758 10:27:01.130
execute circuit 1940000/6027758 10:30:20.447
execute circuit 1950000/6027758 10:33:36.857
execute circuit 1960000/6027758 10:36:52.898
execute circuit 1970000/6027758 10:40:13.021
execute circuit 1980000/6027758 10:43:29.774
execute circuit 1990000/6027758 10:46:44.890
execute circuit 2000000/6027758 10:50:03.780
execute circuit 2010000/6027758 10:53:19.345
execute circuit 2020000/6027758 10:56:36.899
execute circuit 2030000/6027758 10:59:53.839
execute circuit 2040000/6027758 11:03:11.274
execute circuit 2050000/6027758 11:06:28.088
execute circuit 2060000/6027758 11:09:43.918
execute circuit 2070000/6027758 11:13:01.751
execute circuit 2080000/6027758 11:16:27.528
execute circuit 2090000/6027758 11:19:39.731
execute circuit 2100000/6027758 11:22:56.415
execute circuit 2110000/6027758 11:26:11.807
execute circuit 2120000/6027758 11:29:28.692
execute circuit 2130000/6027758 11:32:44.310
execute circuit 2140000/6027758 11:36:01.427
execute circuit 2150000/6027758 11:39:17.186
execute circuit 2160000/6027758 11:42:32.143
execute circuit 2170000/6027758 11:45:49.737
execute circuit 2180000/6027758 11:49:04.789
execute circuit 2190000/6027758 11:52:22.439
execute circuit 2200000/6027758 11:55:42.886
execute circuit 2210000/6027758 11:58:58.902
execute circuit 2220000/6027758 12:02:13.696
execute circuit 2230000/6027758 12:05:35.309
execute circuit 2240000/6027758 12:08:53.577
execute circuit 2250000/6027758 12:12:13.165
execute circuit 2260000/6027758 12:15:32.735
execute circuit 2270000/6027758 12:18:47.071
execute circuit 2280000/6027758 12:22:05.759
execute circuit 2290000/6027758 12:25:25.404
execute circuit 2300000/6027758 12:28:36.427
execute circuit 2310000/6027758 12:31:55.622
execute circuit 2320000/6027758 12:35:11.193
execute circuit 2330000/6027758 12:38:28.995
execute circuit 2340000/6027758 12:41:46.769
execute circuit 2350000/6027758 12:45:08.437
execute circuit 2360000/6027758 12:48:26.567
execute circuit 2370000/6027758 12:51:43.961
execute circuit 2380000/6027758 12:55:01.294
execute circuit 2390000/6027758 12:58:17.288
execute circuit 2400000/6027758 13:01:36.005
execute circuit 2410000/6027758 13:04:52.645
execute circuit 2420000/6027758 13:08:09.522
execute circuit 2430000/6027758 13:11:25.680
execute circuit 2440000/6027758 13:14:40.736
execute circuit 2450000/6027758 13:17:57.854
execute circuit 2460000/6027758 13:21:13.923
execute circuit 2470000/6027758 13:24:30.274
execute circuit 2480000/6027758 13:27:46.538
execute circuit 2490000/6027758 13:31:01.252
execute circuit 2500000/6027758 13:34:17.586
execute circuit 2510000/6027758 13:37:27.547
execute circuit 2520000/6027758 13:40:48.183
execute circuit 2530000/6027758 13:44:04.988
execute circuit 2540000/6027758 13:47:23.362
execute circuit 2550000/6027758 13:50:40.215
execute circuit 2560000/6027758 13:54:00.152
execute circuit 2570000/6027758 13:57:16.061
execute circuit 2580000/6027758 14:00:36.044
execute circuit 2590000/6027758 14:03:53.070
execute circuit 2600000/6027758 14:07:09.477
execute circuit 2610000/6027758 14:10:30.220
execute circuit 2620000/6027758 14:13:45.829
execute circuit 2630000/6027758 14:17:06.325
execute circuit 2640000/6027758 14:20:33.626
execute circuit 2650000/6027758 14:23:52.625
execute circuit 2660000/6027758 14:27:12.143
execute circuit 2670000/6027758 14:30:39.865
execute circuit 2680000/6027758 14:34:14.576
execute circuit 2690000/6027758 14:37:59.336
execute circuit 2700000/6027758 14:41:56.419
execute circuit 2710000/6027758 14:45:44.397
execute circuit 2720000/6027758 14:49:34.145
execute circuit 2730000/6027758 14:53:20.646
execute circuit 2740000/6027758 14:56:57.873
execute circuit 2750000/6027758 15:00:42.882
execute circuit 2760000/6027758 15:04:23.948
execute circuit 2770000/6027758 15:08:12.081
execute circuit 2780000/6027758 15:11:54.907
execute circuit 2790000/6027758 15:15:47.752
execute circuit 2800000/6027758 15:19:24.225
execute circuit 2810000/6027758 15:22:51.017
execute circuit 2820000/6027758 15:26:18.763
execute circuit 2830000/6027758 15:30:12.798
execute circuit 2840000/6027758 15:33:58.071
execute circuit 2850000/6027758 15:37:25.577
execute circuit 2860000/6027758 15:40:56.443
execute circuit 2870000/6027758 15:44:27.805
execute circuit 2880000/6027758 15:47:56.951
execute circuit 2890000/6027758 15:51:32.680
execute circuit 2900000/6027758 15:55:00.589
execute circuit 2910000/6027758 15:58:32.171
execute circuit 2920000/6027758 16:01:57.235
execute circuit 2930000/6027758 16:05:18.095
execute circuit 2940000/6027758 16:08:44.063
execute circuit 2950000/6027758 16:12:07.063
execute circuit 2960000/6027758 16:15:36.456
execute circuit 2970000/6027758 16:18:53.605
execute circuit 2980000/6027758 16:22:13.141
execute circuit 2990000/6027758 16:25:30.183
execute circuit 3000000/6027758 16:28:50.185
execute circuit 3010000/6027758 16:32:05.410
execute circuit 3020000/6027758 16:35:26.285
execute circuit 3030000/6027758 16:38:42.753
execute circuit 3040000/6027758 16:41:59.083
execute circuit 3050000/6027758 16:45:19.527
execute circuit 3060000/6027758 16:48:35.208
execute circuit 3070000/6027758 16:51:56.411
execute circuit 3080000/6027758 16:55:20.728
execute circuit 3090000/6027758 16:58:40.091
execute circuit 3100000/6027758 17:01:59.708
execute circuit 3110000/6027758 17:05:28.193
execute circuit 3120000/6027758 17:08:53.606
execute circuit 3130000/6027758 17:12:19.023
execute circuit 3140000/6027758 17:15:45.599
execute circuit 3150000/6027758 17:19:04.798
execute circuit 3160000/6027758 17:22:28.102
execute circuit 3170000/6027758 17:25:51.314
execute circuit 3180000/6027758 17:29:08.853
execute circuit 3190000/6027758 17:32:32.598
execute circuit 3200000/6027758 17:35:50.806
execute circuit 3210000/6027758 17:39:18.190
execute circuit 3220000/6027758 17:42:42.785
execute circuit 3230000/6027758 17:46:10.680
execute circuit 3240000/6027758 17:49:37.482
execute circuit 3250000/6027758 17:52:59.700
execute circuit 3260000/6027758 17:56:22.882
execute circuit 3270000/6027758 17:59:44.685
execute circuit 3280000/6027758 18:03:08.625
execute circuit 3290000/6027758 18:06:26.584
execute circuit 3300000/6027758 18:09:46.281
execute circuit 3310000/6027758 18:13:04.620
execute circuit 3320000/6027758 18:16:20.160
execute circuit 3330000/6027758 18:19:41.884
execute circuit 3340000/6027758 18:22:58.432
execute circuit 3350000/6027758 18:26:18.037
execute circuit 3360000/6027758 18:29:34.989
execute circuit 3370000/6027758 18:32:52.424
execute circuit 3380000/6027758 18:36:10.935
execute circuit 3390000/6027758 18:39:27.063
execute circuit 3400000/6027758 18:42:41.012
execute circuit 3410000/6027758 18:45:52.412
execute circuit 3420000/6027758 18:49:08.654
execute circuit 3430000/6027758 18:52:24.979
execute circuit 3440000/6027758 18:55:41.581
execute circuit 3450000/6027758 18:58:56.729
execute circuit 3460000/6027758 19:02:13.189
execute circuit 3470000/6027758 19:05:28.795
execute circuit 3480000/6027758 19:08:44.471
execute circuit 3490000/6027758 19:12:01.327
execute circuit 3500000/6027758 19:15:16.577
execute circuit 3510000/6027758 19:18:34.518
execute circuit 3520000/6027758 19:21:52.766
execute circuit 3530000/6027758 19:25:08.440
execute circuit 3540000/6027758 19:28:23.494
execute circuit 3550000/6027758 19:31:44.780
execute circuit 3560000/6027758 19:35:03.229
execute circuit 3570000/6027758 19:38:21.613
execute circuit 3580000/6027758 19:41:41.669
execute circuit 3590000/6027758 19:44:55.052
execute circuit 3600000/6027758 19:48:14.028
execute circuit 3610000/6027758 19:51:31.202
execute circuit 3620000/6027758 19:54:45.434
execute circuit 3630000/6027758 19:58:04.540
execute circuit 3640000/6027758 20:01:18.914
execute circuit 3650000/6027758 20:04:39.948
execute circuit 3660000/6027758 20:07:57.594
execute circuit 3670000/6027758 20:11:16.795
execute circuit 3680000/6027758 20:14:36.333
execute circuit 3690000/6027758 20:17:53.052
execute circuit 3700000/6027758 20:21:12.186
execute circuit 3710000/6027758 20:24:28.498
execute circuit 3720000/6027758 20:27:47.693
execute circuit 3730000/6027758 20:31:02.976
execute circuit 3740000/6027758 20:34:20.281
execute circuit 3750000/6027758 20:37:35.644
execute circuit 3760000/6027758 20:40:50.338
execute circuit 3770000/6027758 20:44:07.221
execute circuit 3780000/6027758 20:47:21.877
execute circuit 3790000/6027758 20:50:38.659
execute circuit 3800000/6027758 20:53:54.207
execute circuit 3810000/6027758 20:57:09.788
execute circuit 3820000/6027758 21:00:22.746
execute circuit 3830000/6027758 21:03:34.611
execute circuit 3840000/6027758 21:06:56.341
execute circuit 3850000/6027758 21:10:09.933
execute circuit 3860000/6027758 21:13:26.257
execute circuit 3870000/6027758 21:16:42.805
execute circuit 3880000/6027758 21:20:02.279
execute circuit 3890000/6027758 21:23:18.204
execute circuit 3900000/6027758 21:26:35.374
execute circuit 3910000/6027758 21:29:50.568
execute circuit 3920000/6027758 21:33:06.795
execute circuit 3930000/6027758 21:36:23.792
execute circuit 3940000/6027758 21:39:39.277
execute circuit 3950000/6027758 21:42:58.034
execute circuit 3960000/6027758 21:46:15.193
execute circuit 3970000/6027758 21:49:32.999
execute circuit 3980000/6027758 21:52:48.437
execute circuit 3990000/6027758 21:56:09.085
execute circuit 4000000/6027758 21:59:27.456
execute circuit 4010000/6027758 22:02:45.575
execute circuit 4020000/6027758 22:06:05.836
execute circuit 4030000/6027758 22:09:19.873
execute circuit 4040000/6027758 22:12:38.162
execute circuit 4050000/6027758 22:15:53.516
execute circuit 4060000/6027758 22:19:09.096
execute circuit 4070000/6027758 22:22:28.148
execute circuit 4080000/6027758 22:25:41.591
execute circuit 4090000/6027758 22:29:01.694
execute circuit 4100000/6027758 22:32:19.881
execute circuit 4110000/6027758 22:35:39.115
execute circuit 4120000/6027758 22:38:59.903
execute circuit 4130000/6027758 22:42:15.153
execute circuit 4140000/6027758 22:45:32.466
execute circuit 4150000/6027758 22:48:48.653
execute circuit 4160000/6027758 22:52:07.854
execute circuit 4170000/6027758 22:55:23.369
execute circuit 4180000/6027758 22:58:39.944
execute circuit 4190000/6027758 23:01:55.610
execute circuit 4200000/6027758 23:05:11.167
execute circuit 4210000/6027758 23:08:29.010
execute circuit 4220000/6027758 23:11:43.872
execute circuit 4230000/6027758 23:15:00.591
execute circuit 4240000/6027758 23:18:16.268
execute circuit 4250000/6027758 23:21:33.134
execute circuit 4260000/6027758 23:24:45.943
execute circuit 4270000/6027758 23:27:58.894
execute circuit 4280000/6027758 23:31:05.491
execute circuit 4290000/6027758 23:34:33.566
execute circuit 4300000/6027758 23:37:51.981
execute circuit 4310000/6027758 23:41:09.549
execute circuit 4320000/6027758 23:44:27.844
execute circuit 4330000/6027758 23:47:46.720
execute circuit 4340000/6027758 23:51:05.529
execute circuit 4350000/6027758 23:54:25.448
execute circuit 4360000/6027758 23:57:40.873
execute circuit 4370000/6027758 24:00:55.911
execute circuit 4380000/6027758 24:04:12.479
execute circuit 4390000/6027758 24:07:29.065
execute circuit 4400000/6027758 24:10:42.495
execute circuit 4410000/6027758 24:13:57.990
execute circuit 4420000/6027758 24:17:11.367
execute circuit 4430000/6027758 24:20:28.202
execute circuit 4440000/6027758 24:23:43.490
execute circuit 4450000/6027758 24:26:57.168
execute circuit 4460000/6027758 24:30:13.602
execute circuit 4470000/6027758 24:33:25.602
execute circuit 4480000/6027758 24:36:40.310
execute circuit 4490000/6027758 24:39:50.305
execute circuit 4500000/6027758 24:43:01.966
execute circuit 4510000/6027758 24:46:16.543
execute circuit 4520000/6027758 24:49:26.976
execute circuit 4530000/6027758 24:52:42.942
execute circuit 4540000/6027758 24:55:57.981
execute circuit 4550000/6027758 24:59:13.341
execute circuit 4560000/6027758 25:02:32.928
execute circuit 4570000/6027758 25:05:48.799
execute circuit 4580000/6027758 25:09:06.066
execute circuit 4590000/6027758 25:12:22.304
execute circuit 4600000/6027758 25:15:40.723
execute circuit 4610000/6027758 25:18:58.145
execute circuit 4620000/6027758 25:22:16.608
execute circuit 4630000/6027758 25:25:33.161
execute circuit 4640000/6027758 25:28:50.194
execute circuit 4650000/6027758 25:32:08.094
execute circuit 4660000/6027758 25:35:23.251
execute circuit 4670000/6027758 25:38:38.047
execute circuit 4680000/6027758 25:41:52.763
execute circuit 4690000/6027758 25:45:07.115
execute circuit 4700000/6027758 25:48:14.974
execute circuit 4710000/6027758 25:51:28.846
execute circuit 4720000/6027758 25:54:30.626
execute circuit 4730000/6027758 25:57:42.285
execute circuit 4740000/6027758 26:00:57.077
execute circuit 4750000/6027758 26:04:12.050
execute circuit 4760000/6027758 26:07:27.970
execute circuit 4770000/6027758 26:10:44.140
execute circuit 4780000/6027758 26:14:31.079
execute circuit 4790000/6027758 26:18:21.684
execute circuit 4800000/6027758 26:22:14.014
execute circuit 4810000/6027758 26:26:06.426
execute circuit 4820000/6027758 26:29:57.389
execute circuit 4830000/6027758 26:33:46.759
execute circuit 4840000/6027758 26:37:37.091
execute circuit 4850000/6027758 26:41:29.864
execute circuit 4860000/6027758 26:45:20.578
execute circuit 4870000/6027758 26:49:11.704
execute circuit 4880000/6027758 26:53:03.703
execute circuit 4890000/6027758 26:56:55.337
execute circuit 4900000/6027758 27:00:47.741
execute circuit 4910000/6027758 27:04:38.479
execute circuit 4920000/6027758 27:08:29.448
execute circuit 4930000/6027758 27:12:19.119
execute circuit 4940000/6027758 27:16:09.753
execute circuit 4950000/6027758 27:20:02.250
execute circuit 4960000/6027758 27:23:53.074
execute circuit 4970000/6027758 27:27:45.592
execute circuit 4980000/6027758 27:31:36.961
execute circuit 4990000/6027758 27:35:28.112
execute circuit 5000000/6027758 27:39:20.198
execute circuit 5010000/6027758 27:43:11.798
execute circuit 5020000/6027758 27:47:03.339
execute circuit 5030000/6027758 27:50:55.385
execute circuit 5040000/6027758 27:54:48.228
execute circuit 5050000/6027758 27:58:41.223
execute circuit 5060000/6027758 28:02:34.259
execute circuit 5070000/6027758 28:06:26.691
execute circuit 5080000/6027758 28:10:19.664
execute circuit 5090000/6027758 28:14:12.365
execute circuit 5100000/6027758 28:18:05.278
execute circuit 5110000/6027758 28:21:55.617
execute circuit 5120000/6027758 28:25:47.794
execute circuit 5130000/6027758 28:29:40.180
execute circuit 5140000/6027758 28:33:29.152
execute circuit 5150000/6027758 28:37:18.184
execute circuit 5160000/6027758 28:41:03.973
execute circuit 5170000/6027758 28:44:55.493
execute circuit 5180000/6027758 28:48:47.934
execute circuit 5190000/6027758 28:52:40.509
execute circuit 5200000/6027758 28:56:33.315
execute circuit 5210000/6027758 29:00:25.981
execute circuit 5220000/6027758 29:04:18.921
execute circuit 5230000/6027758 29:08:11.980
execute circuit 5240000/6027758 29:12:05.144
execute circuit 5250000/6027758 29:15:57.740
execute circuit 5260000/6027758 29:19:50.704
execute circuit 5270000/6027758 29:23:43.626
execute circuit 5280000/6027758 29:27:34.797
execute circuit 5290000/6027758 29:31:27.034
execute circuit 5300000/6027758 29:35:18.406
execute circuit 5310000/6027758 29:39:09.293
execute circuit 5320000/6027758 29:43:01.801
execute circuit 5330000/6027758 29:46:53.021
execute circuit 5340000/6027758 29:50:44.855
execute circuit 5350000/6027758 29:54:36.514
execute circuit 5360000/6027758 29:58:29.431
execute circuit 5370000/6027758 30:02:18.400
execute circuit 5380000/6027758 30:06:09.067
execute circuit 5390000/6027758 30:10:02.527
execute circuit 5400000/6027758 30:13:52.796
execute circuit 5410000/6027758 30:17:44.860
execute circuit 5420000/6027758 30:21:36.469
execute circuit 5430000/6027758 30:25:27.803
execute circuit 5440000/6027758 30:29:20.146
execute circuit 5450000/6027758 30:33:11.945
execute circuit 5460000/6027758 30:37:03.450
execute circuit 5470000/6027758 30:40:55.726
execute circuit 5480000/6027758 30:44:48.688
execute circuit 5490000/6027758 30:48:41.575
execute circuit 5500000/6027758 30:52:34.531
execute circuit 5510000/6027758 30:56:27.571
execute circuit 5520000/6027758 31:00:03.315
execute circuit 5530000/6027758 31:03:29.859
execute circuit 5540000/6027758 31:06:57.171
execute circuit 5550000/6027758 31:10:23.030
execute circuit 5560000/6027758 31:13:52.740
execute circuit 5570000/6027758 31:17:21.900
execute circuit 5580000/6027758 31:20:39.976
execute circuit 5590000/6027758 31:24:04.208
execute circuit 5600000/6027758 31:27:39.936
execute circuit 5610000/6027758 31:31:15.079
execute circuit 5620000/6027758 31:35:08.537
execute circuit 5630000/6027758 31:38:59.870
execute circuit 5640000/6027758 31:42:52.546
execute circuit 5650000/6027758 31:46:45.327
execute circuit 5660000/6027758 31:50:38.127
execute circuit 5670000/6027758 31:54:30.734
execute circuit 5680000/6027758 31:58:23.510
execute circuit 5690000/6027758 32:02:16.766
execute circuit 5700000/6027758 32:06:09.410
execute circuit 5710000/6027758 32:10:01.625
execute circuit 5720000/6027758 32:13:53.244
execute circuit 5730000/6027758 32:17:45.657
execute circuit 5740000/6027758 32:21:36.964
execute circuit 5750000/6027758 32:25:28.953
execute circuit 5760000/6027758 32:29:21.369
execute circuit 5770000/6027758 32:33:13.732
execute circuit 5780000/6027758 32:37:05.185
execute circuit 5790000/6027758 32:40:56.272
execute circuit 5800000/6027758 32:44:48.500
execute circuit 5810000/6027758 32:48:37.572
execute circuit 5820000/6027758 32:52:28.302
execute circuit 5830000/6027758 32:56:20.725
execute circuit 5840000/6027758 33:00:11.311
execute circuit 5850000/6027758 33:04:03.396
execute circuit 5860000/6027758 33:07:54.802
execute circuit 5870000/6027758 33:11:45.958
execute circuit 5880000/6027758 33:15:38.337
execute circuit 5890000/6027758 33:19:29.506
execute circuit 5900000/6027758 33:23:20.471
execute circuit 5910000/6027758 33:27:12.918
execute circuit 5920000/6027758 33:31:05.823
execute circuit 5930000/6027758 33:34:59.152
execute circuit 5940000/6027758 33:38:51.963
execute circuit 5950000/6027758 33:42:44.647
execute circuit 5960000/6027758 33:46:37.309
execute circuit 5970000/6027758 33:50:31.302
execute circuit 5980000/6027758 33:54:24.309
execute circuit 5990000/6027758 33:58:16.657
execute circuit 6000000/6027758 34:02:09.206
execute circuit 6010000/6027758 34:06:01.551
execute circuit 6020000/6027758 34:09:50.440
*OK: <001011110011 000110011011 000100001100 010011011111>=2, (268, 1247)=True d=1384
*OK: <011000010000 011010001010 000100001100 010011011111>=2, (268, 1247)=True d=1384
*OK: <001100001100 011111110000 000100001100 010011011111>=2, (268, 1247)=True d=1384
*OK: <011100100111 101100101111 000100001100 010011011111>=2, (268, 1247)=True d=1384
